"id";"sritieskodas";"sritis";"forma";"vykdytojas";"projektas";"suma";"nefinansuojamadalis"
"174";"1.18";"muziejus";"BĮ";"Kauno miesto muziejus";"Muziejus - veža/troleibusas - kultūrina""";"2800.00";
"175";"1.11";"muzika";"BĮ";"Kauno miesto simfoninis orkestras";"Edukacinių koncertų ciklas Alavinis kareivėlis";"2000.00";
"176";"1.15";"mėgėjų menas";"Asociacija";"Kauno mišrus choras ""Kamertonas""";"Vieno choro istorija. Po dvidešimties metų";"1000.00";"Drabužių kūrimo ir gamybos išlaidos"
"177";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kauno rajono Ramučių kultūros centras";"Renginių ciklas ""Etno muzika""";"3000.00";
"178";"1.19";"kultūros paveldas";"BĮ";"Kauno rajono Raudondvario kultūros centras";"Tęstinis renginių ciklas ""Tėviškės atradimai""";"5300.00";
"179";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kauno rajono Samylų kultūros centras";"Etninio savitumo projektas ""ETNO POMPA""";"3000.00";
"180";"1.13";"kinas";"BĮ";"Kauno rajono savivaldybės viešoji biblioteka";"Lietuvių kino vakarai netradicinėje erdvėje (tęstinis)";"1000.00";
"181";"1.2";"tarpsritiniai projektai";"BĮ";"Kauno rajono savivaldybės viešoji biblioteka";"Kultūros laukas Kauno rajone";"1900.00";
"182";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kauno rajono švietimo centras";"Etnokultūrinių kompetencijų tobilinimas puoselėjant kalendorinių pavasario švenčių tradicijas ir amatus regionuose";"2000.00";
"183";"1.15";"mėgėjų menas";"BĮ";"Kauno rajono Babtų kultūros centras";"Vario audros aidas Babtuose";"1000.00";
"184";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kauno rajono muziejus";"V-asis dūdmaišininkų susipūtimas";"2000.00";
"185";"1.3";"dailė";"BĮ";"Kauno rajono muziejus";"Pranas Gailius: dviguba tapatybė";"2000.00";
"186";"1.15";"mėgėjų menas";"BĮ";"Kauno rajono Samylų kultūros centras";"Respublikinis vokalinių ansamblių lietuvių liaudies dainos festivalis Supinsiu dainužę";"2300.00";
"187";"1.10-";"šokis";"BĮ";"Kauno šokio teatras ""Aura""";"Tarptautinė šokio koprodukcija ""Monstras""";"14000.00";
"188";"1.10-";"šokis";"BĮ";"Kauno šokio teatras ""Aura""";"Šiuolaikinio šokio sklaida Lietuvos regionuose";"5000.00";
"189";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kauno tautinės kultūros centras";"Tarptautinis VII vaikų folkloro festivali ""Baltų raštai-2015""";"3800.00";
"190";"1.15";"mėgėjų menas";"BĮ";"Kauno tautinės kultūros centras";"Tarptautinis XXX folkloro festivalis ""Atataria lamzdžiai 2015"", skirtas Etnografinių regionų metams";"5000.00";"Kostiumų įsigijimo išlaidos"
"191";"1.19";"kultūros paveldas";"BĮ";"Kauno tautinės kultūros centras";"Edukacinė Kauno tautinės kultūros centro tautinių šokių kolektyvo ""Kalvelis"" programa ""Tautinių šokių žingsneliu""";"2300.00";
"192";"1.15";"mėgėjų menas";"VšĮ";"Kauno technologijos universitetas";"X tarptautinis aukštųjų mokyklų mišrių chorų konkursas Juventus 2015";"6000.00";
"193";"1.5";"tarpdisciplininis menas";"VšĮ";"Kauno technologijos universitetas";"Tarp meno ir mokslo: žaliosios technologijos ir ""Phytomining"" sąvoka";"7000.00";
"194";"1.19";"kultūros paveldas";"VšĮ";"Kauno turizmo informacijos centras ir konferencijų biuras";"Informacinių stendų su nuorodomis į išmaniųjų turizmo infrastruktūrą įrengimas prie svarbiausių Kauno miesto kultūros paveldo objektų";"7600.00";
"195";"1.19";"kultūros paveldas";"VšĮ";"Kauno tvirtovės projektai";"Seminarų ciklas ""Kauno tvirtovės dirbtuvės""";"1600.00";
"196";"1.11";"muzika";"BĮ";"Kauno valstybinė filharmonija";"Requiem mišriam chorui, solistams ir simfoniniam orkestrui sukūrimas";"15000.00";
"197";"1.11";"muzika";"BĮ";"Kauno valstybinė filharmonija";"Klasikinės muzikos ir edukaciniai koncertai Lietuvos regionuose";"14000.00";
"198";"1.11";"muzika";"BĮ";"Kauno valstybinė filharmonija";"XVII kompozitorių M. K. Čiurlionio ir E. Griego muzikos festivalis";"6200.00";
"199";"1.11";"muzika";"BĮ";"Kauno valstybinė filharmonija";"XXIV Tarptautinis jaunųjų muzikų festivalis ""Kaunas 2015""";"6000.00";
"200";"1.6";"teatras";"BĮ";"Kauno valstybinis lėlių teatras";"XXI Tarptautinis lėlių teatrų festivalis";"27000.00";
"201";"1.6";"teatras";"BĮ";"Kauno valstybinis lėlių teatras";"Lėlių spektaklis Ąžuolo vaikas";"9000.00";
"202";"1.10-";"šokis";"BĮ";"Kauno valstybinis muzikinis teatras";"Baleto spektaklio ŽYDRASIS DUNOJUS pastatymas";"20000.00";
"203";"1.8";"opera";"BĮ";"Kauno valstybinis muzikinis teatras";"Operos vaikams DRYŽUOTA OPERA pastatymas";"10000.00";
"204";"1.9";"muzikinis teatras";"BĮ";"Kauno valstybinis muzikinis teatras";"Jubiliejinė Giedriaus Kuprevičiaus miuziklų retrospektyva Dainuojantis teatras";"10000.00";
"205";"1.3";"dailė";"Tradicinė ";"Kauno žydų religinė bendruomenė";"ESTER LURJE Gyvoji Liudytoja";"2500.00";
"206";"1.18";"muziejus";"BĮ";"Kėdainių krašto muziejus";"Interaktyvios holograminės ekspozicijos ""Kėdainių istorijos paslaptys ir praradimai"" su 3D spausdintuvu parengimas";"6000.00";
"207";"1.19";"kultūros paveldas";"BĮ";"Kėdainių kultūros centras";"Folkloro festivalis ""Į vidurio Lietuvą susiėję""";"2200.00";
"208";"1.14";"etninė kultūra ir tautodailė";"VšĮ";"Keliautojo žinynas";"Knyga Šiaurės Skalva";"2000.00";
"209";"1.14";"etninė kultūra ir tautodailė";"Asociacija";"Kelmės kraštiečių klubas";"Kelmo šokių naktis";"3000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"210";"1.18";"muziejus";"BĮ";"Kelmės krašto muziejus";"Ekspozicijos ""Kelmės krašto istorija"" atnaujinimas inovatyviais sprendimais";"11000.00";
"211";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kelmės kultūros centras";"28-ieji žemaičių etnomuzikavimo ir tradicinių amatų vasaros darbai";"3000.00";
"212";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kelmės kultūros centras";"Tradicinių amatų mokymai suaugusiems";"2300.00";
"213";"1.15";"mėgėjų menas";"BĮ";"Kelmės kultūros centras";"XXXV tradicinė liaudies meno šventė";"2800.00";
"214";"1.15";"mėgėjų menas";"BĮ";"Kelmės kultūros centras";"VI regioninis liaudiškų šokių festivalis ""Šokių pynė 2015""";"1500.00";
"215";"1.13";"kinas";"BĮ";"Kino centras ""Garsas""";"XI trumpametražių filmų festivalis ""Aš+miestas=kinas""";"4500.00";
"216";"1.13";"kinas";"BĮ";"Kino centras ""Garsas""";"XI Tarptautinis filmų festivalis ""Europos kinas ir dieną, ir naktį""";"3500.00";
"217";"1.13";"kinas";"BĮ";"Kino centras ""Garsas""";"Nacionalinis kinas";"3228.00";
"218";"1.13";"kinas";"VšĮ";"Kino kontora";"EDOX Fiesta 2015";"4000.00";
"219";"1.13";"kinas";"VšĮ";"Kino kontora";"(Ki)tokie kaip mes: socialiai aktualaus kino seansai šalies regionuose";"2000.00";
"220";"1.13";"kinas";"VšĮ";"Kino pasaka";"Kinas po žvaigždėmis";"10000.00";
"221";"1.13";"kinas";"VšĮ";"Kino pasaka";"Edukaciniai kino vakarai";"5000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"222";"1.13";"kinas";"VšĮ";"Kino pavasaris";"Operacija: Kinas";"7000.00";
"223";"1.2";"tarpsritiniai projektai";"VšĮ";"Kino pavasaris";"In Latino";"3000.00";"Visos, išskyrus filmų licencijų įsigijimo išlaidos"
"224";"1.13";"kinas";"VšĮ";"Kino saga";"10-asis tarptautinis Vilniaus vaikų ir jaunimo filmų festivalis";"5000.00";
"225";"1.13";"kinas";"VšĮ";"Kino teatras Romuva";"Kino klasikos klubas";"4000.00";
"226";"1.11";"muzika";"VšĮ";"Kintai Arts";"Kintų muzikos festivalis „Marių Audra“";"3000.00";
"227";"1.14";"etninė kultūra ir tautodailė";"VšĮ";"Kintai Arts";"Edukacinė mažosios Lietuvos etninės kultūros plėtros programa: Kuršių marių plokščiadugnės medinės burvaltės ""venterio"" atkūrimo antrasis etapas";"3000.00";
"228";"1.7";"cirkas";"VšĮ";"Kiti krantai";"Gatvės teatro trupės „Cie solta“ spektaklis „Apesar“";"2530.00";
"229";"1.3";"dailė";"VšĮ";"Kitokia Grafika";"Grafinių novelių rinkinys ""Miestų istorijos""";"2000.00";
"230";"1.12";"literatūra";"UAB";"Kitos knygos";"Giorgio Agambeno veikalo ""Homo sacer"" vertimas ir leidyba";"4400.00";
"231";"1.12";"literatūra";"UAB";"Kitos knygos";"Aldous Huxley romano ""Eyeless in Gaza"" / ""Neregys Gazoje"" vertimas ir leidyba";"3200.00";
"232";"1.12";"literatūra";"UAB";"Kitos knygos";"Comte De Lautreamont knygos ""Les Chants De maldoror""/ ""Maldororo giesmės"" vertimas ir leidyba";"2500.00";
"233";"1.12";"literatūra";"UAB";"Kitos knygos";"Jose Saramago knygos ""Ensaio sobre a lucidez""/""Praregėjimas"" vertimas ir leidyba";"2500.00";
"234";"1.19";"kultūros paveldas";"UAB";"Kitos knygos";"Dariaus Pocevičiaus knygos ""100 istorinių Vilniaus reliktų: miestas, kurio nepastebime"" leidyba";"6200.00";
"235";"1.16";"biblioteka";"BĮ";"Klaipėdos apskrities viešoji I. Simonaitytės biblioteka";"Senjoras modernioje visuomenėje 2";"2000.00";
"236";"1.16";"biblioteka";"BĮ";"Klaipėdos apskrities viešoji I. Simonaitytės biblioteka";"Keliaujanti biblioteka";"1338.00";
"237";"1.3";"dailė";"Asociacija";"Klaipėdos apskrities dailininkų sąjunga";"Albumas ""Jonas Švažas""";"10000.00";
"238";"1.6";"teatras";"BĮ";"Klaipėdos dramos teatras";"Arvydas Juozaitis „Karalienė Luizė“ spektaklio pastatymas";"15000.00";
"239";"1.6";"teatras";"BĮ";"Klaipėdos dramos teatras";"Dea Loher „Klaros santykiai“ spektaklio pastatymas";"9000.00";
"240";"1.6";"teatras";"VšĮ";"Klaipėdos jaunimo teatras";"Spektaklio „Ledas“ pastatymas";"10000.00";"Visos, išskyrus spektaklio sukūrimo išlaidos"
"241";"1.6";"teatras";"VšĮ";"Klaipėdos jaunimo teatras";"Valentino Masalskio ir Klaipėdos jaunimo teatro kūrybos sklaida";"10000.00";
"242";"1.6";"teatras";"VšĮ";"Klaipėdos jaunimo teatras";"Spektaklio Medėjos vaikai pastatymas";"9000.00";
"243";"1.6";"teatras";"VšĮ";"Klaipėdos jaunimo teatras";"Teatro festivalis „Jauno teatro dienos“";"7000.00";
"244";"1.2";"tarpsritiniai projektai";"BĮ";"Klaipėdos kultūrų komunikacijos centras";"Close stranger - 2015";"8000.00";
"245";"1.3";"dailė";"BĮ";"Klaipėdos kultūrų komunikacijos centras";"Šiuolaikinio Gruzijos meno projektas ""Spying Future""";"7000.00";
"246";"1.4";"fotografija";"BĮ";"Klaipėdos kultūrų komunikacijos centras";"Retrospektyvinė Remigijus Treigio fotografijų paroda";"3000.00";
"247";"1.5";"tarpdisciplininis menas";"BĮ";"Klaipėdos kultūrų komunikacijos centras";"Julijonas Urbonas ""AIRTIME""";"8000.00";
"248";"1.6";"teatras";"VšĮ";"Klaipėdos lėlių teatras";"VIII Tarptautinis lėlių teatrų festivalis „Karakumų asilėlis“";"12000.00";
"249";"1.6";"teatras";"VšĮ";"Klaipėdos lėlių teatras";"Lėlių spektaklio „Kas tu?“ pagal Merce Lopez statymas ir pristatymas";"8000.00";
"250";"1.6";"teatras";"VšĮ";"Klaipėdos lėlių teatras";"Interaktyvus muzikinis lėlių spektaklis – žaidimas vaikams pagal H. K. Anderseno pasaką „Coliukė“";"8000.00";
"251";"1.19";"kultūros paveldas";"Asociacija";"Klaipėdos m. dailės klubas Guboja";"Istorijos pėdsakai. Vakarų Lietuvos nekilnojamojo kultūros paveldo pažinimas";"2000.00";
"252";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Klaipėdos miesto savivaldybės etnokultūros centras";"Tradicija šeimai";"2600.00";
"253";"1.11";"muzika";"BĮ";"Klaipėdos miesto savivaldybės koncertinė įstaiga Klaipėdos koncertų salė";"Šiuolaikinės muzikos festivalis ""Permainų muzika""";"15000.00";
"254";"1.11";"muzika";"BĮ";"Klaipėdos miesto savivaldybės koncertinė įstaiga Klaipėdos koncertų salė";"Klaipėdos kariliono festivalis";"5000.00";
"255";"1.11";"muzika";"BĮ";"Klaipėdos miesto savivaldybės koncertinė įstaiga Klaipėdos koncertų salė";"Vasaros koncertų ciklas Klaipėdos koncertų salės parko estradoje";"3000.00";
"256";"1.16";"biblioteka";"BĮ";"Klaipėdos miesto savivaldybės viešoji biblioteka";"Biblioteka, burianti šeimą";"3500.00";
"257";"1.2";"dizainas";"Asociacija";"Klaipėdos regiono kūrybinių industrijų asociacija";"Baltijos šalių madų festivalis IKRA MADA";"8000.00";
"258";"1.19";"kultūros paveldas";"VšĮ";"Klaipėdos šventės";"Edukacinio jūrinio paveldo ir istorinio pažinimo projektas ""Baltic Sail""";"11300.00";
"259";"1.2";"tarpsritiniai projektai";"VšĮ";"Klaipėdos šventės";"Šviesų festivalis";"10000.00";
"260";"1.2";"tarpsritiniai projektai";"BĮ";"Klaipėdos valstybinis muzikinis teatras";"XVIII tarptautinis festivalis ""Muzikinis rugpjūtis pajūryje""";"10000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"261";"1.9";"muzikinis teatras";"BĮ";"Klaipėdos valstybinis muzikinis teatras";"Ciklas - BrodvĖjus.LT";"10000.00";
"262";"1.11";"muzika";"VšĮ";"Klasika LT";"Tarptautinis M. K. Čiurlionio muzikos festivalis";"5000.00";
"263";"1.12";"literatūra";"Asociacija";"Klasikų Asociacija (Societas Classica)";"Išeivijos kūrybos sklaida Lietuvoje: Antano Rukšos raštų leidyba";"3400.00";
"264";"1.7";"cirkas";"VšĮ";"Klounų teatro studija";"Mažasis cirkas";"8470.00";
"265";"1.2";"tarpsritiniai projektai";"Asociacija";"Klubas ""Kretingos krašto ainiai""";"Kretingos dvaro menų festivalis ""Mėnuo su žvaigžde čia būti norėjo""";"2500.00";
"266";"1.11";"muzika";"VšĮ";"Kompozitorių sąjungos fondas";"Šeštasis Nacionalinis moksleivių muzikos kūrinių konkursas ""Mano nata"" ir laureatų kūrinių sklaida Lietuvos miestuose";"3000.00";
"267";"1.11";"muzika";"BĮ";"Koncertinė įstaiga ""Panevėžio garsas""";"Muzika Aukštaitijos dvaruose";"4000.00";
"268";"1.11";"muzika";"BĮ";"Koncertinė įstaiga Lietuvos nacionalinė filharmonija";"Kinijos kultūros metai Lietuvoje 2015-2016";"40000.00";
"269";"1.11";"muzika";"BĮ";"Koncertinė įstaiga Lietuvos nacionalinė filharmonija";"Muzikos enciklopedija gyvai";"20000.00";
"270";"1.11";"muzika";"BĮ";"Koncertinė įstaiga Lietuvos nacionalinė filharmonija";"Muzikiniai tandemai IV- ajame Vilniaus fortepijono muzikos festivalyje";"10000.00";
"271";"1.11";"muzika";"BĮ";"Koncertinė įstaiga Lietuvos nacionalinė filharmonija";"Vroclavo baroko orkestro, choro ir solistų specialus projektas 19- ajam „Vilniaus festivaliui""-J.S.Bacho kantatos, dedikuotos Lenkijos ir Lietuvos valdovui Augustui III";"5000.00";
"272";"1.11";"muzika";"BĮ";"Koncertinė įstaiga Lietuvos nacionalinė filharmonija";"Nakties serenados";"4000.00";
"273";"1.11";"muzika";"BĮ";"Koncertinė įstaiga Šiaulių valstybinis kamerinis choras ""Polifonija""";"XXXIII festivalis ""Resurrexit""";"10000.00";
"274";"1.11";"muzika";"BĮ";"Koncertinė įstaiga valstybinis choras ""Vilnius""";"Jubiliejinis V tarptautinis Šv. Jokūbo festivalis 2015";"5000.00";
"275";"1.3";"dailė";"VšĮ";"Kopėčios";"Tarptautinis dailininkų pleneras ""Raigardas 2015: erdvė ir figūra";"3000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"276";"1.11";"muzika";"BĮ";"Kražių M. K. Sarbievijaus kultūros centras";"Kražių festivalis";"5000.00";
"277";"1.11";"muzika";"BĮ";"Kražių M. K. Sarbievijaus kultūros centras";"Baroko operos kursai Kražiuose - Kražių opera 2015";"3500.00";
"278";"1.18";"muziejus";"BĮ";"Kražių M. K. Sarbievijaus kultūros centras";"3D edukacinė pasaka ""Kražių kolegijos istorija""";"5000.00";
"279";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kražių Motiejaus Kazimiero Sarbievijaus kultūros centras";"Edukacinių renginių ciklas ""Iš močiutės skrynios""";"1500.00";"Maitinimo išlaidos"
"280";"1.11";"muzika";"BĮ";"Kretingos rajono kultūros centras";"Koncertų ciklas"" Susitikimai su klasika""";"2500.00";
"281";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kretingos rajono kultūros centras";"Folkloro festivalis ""Pastauninko pintinis""";"3400.00";
"282";"1.15";"mėgėjų menas";"BĮ";"Kretingos rajono Salantų kultūros centras";"Respublikinis liaudiškų šokių festivalis ""Šuokuom, šuokam ė da šuoksem""";"1000.00";
"283";"1.16";"biblioteka";"BĮ";"Kretingos rajono savivaldybės M. Valančiaus viešoji biblioteka";"Mobilios galimybės atnaujinant Kretingos krašto enciklopediją";"1500.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"284";"1.2";"tarpsritiniai projektai";"BĮ";"Kretingos rajono savivaldybės M. Valančiaus viešoji biblioteka";"Istorinė-kultūrinė studija ""Jotvingiai Žemaitijoje""";"1500.00";
"285";"1.3";"dailė";"VšĮ";"Kristinos Inčiūraitės studija";"Šešėlio aidas";"3200.00";
"286";"1.6";"teatras";"VšĮ";"Kritikos barai";"Jonas Jurašas. Sunki nonkonformizmo našta";"10000.00";
"287";"1.11";"muzika";"BĮ";"Kruonio kultūros centras";"Oginskių keliais po Kaišiadorių kraštą";"1750.00";
"288";"1.2";"dizainas";"VšĮ";"Kultūrinės ir organizacinės idėjos";"nowJapan: Tekančios saulės šalies dizaino dienos";"13000.00";
"289";"1.2";"tarpsritiniai projektai";"VšĮ";"Kultūrinės ir organizacinės idėjos";"nowJapan: Tekančios saulės scena";"10000.00";
"290";"1.13";"kinas";"VšĮ";"Kultūrinių projektų centras";"Kino edukacijos projektas ""Kino busas""";"10000.00";
"291";"1.14";"etninė kultūra ir tautodailė";"VšĮ";"Kultūros atmintis";"Etninės kultūros paveldas ir moderniosios kultūros kūrimas";"13000.00";
"292";"1.3";"dailė";"BĮ";"Kultūros centras Dusetų dailės galerija";"Dusetų dailės galerijai 20 metų";"2500.00";
"293";"1.4";"fotografija";"BĮ";"Kultūros centras Dusetų dailės galerija";"Žirgas fotografijoje";"2000.00";
"294";"1.11";"muzika";"BĮ";"Kultūros centras Panevėžio bendruomenių rūmai";"XIV tarptautinis vaikų ir jaunimo džiazo muzikos festivalis JAZZ fontanas";"1750.00";
"295";"1.15";"mėgėjų menas";"BĮ";"Kultūros centras Panevėžio bendruomenių rūmai";"Mėgėjų meną populiarinančių renginių ciklas ""Kultūrnešio dienos""";"3000.00";
"296";"1.2";"dizainas";"BĮ";"Kultūros centras Panevėžio bendruomenių rūmai";"Tarptautinis jaunimo šiuolaikinio meno festivalis-konkursas Išdykęs stilius";"4000.00";"Dūmų mašinos įsigijimo išlaidos"
"297";"1.12";"literatūra";"VšĮ";"Kultūros ir švietimo centras Vilniaus mokytojų namai";"Renginių ciklas ""Jie su Vilnija suaugę""";"5400.00";
"298";"1.4";"fotografija";"VšĮ";"Kultūros meniu";"Irenos Giedraitienės fotografijos knygos leidyba";"9000.00";
"299";"1.4";"fotografija";"VšĮ";"Kultūros meniu";"Lietuvos fotografijos sklaida Jungtinėse Amerikos Valstijose";"5000.00";
"300";"1.19";"kultūros paveldas";"VšĮ";"Kultūros paveldo akademija";"Tęstinis projektas ""Medinio Lietuvos paveldo išsaugojimo ir senųjų amatų profesijų atstovų mokymo aktualizavimas""";"10700.00";
"301";"1.19";"kultūros paveldas";"VšĮ";"Kultūros paveldo akademija";"Archeologija regėjimo negalią turintiems žmonėms";"5900.00";
"302";"1.19";"kultūros paveldas";"VšĮ";"Kultūros paveldo akademija";"Edukacinis tęstinis projektas ""Vasaros archeologijos mokykla 2015""";"5600.00";
"303";"1.19";"kultūros paveldas";"VšĮ";"Kultūros paveldo išsaugojimo pajėgos";"Virtualios duomenų bazės ""Vėjo malūnai"" plėtra"". III etapas";"11000.00";
"304";"1.19";"kultūros paveldas";"VšĮ";"Kultūros paveldo išsaugojimo pajėgos";"Žiemgalos regiono vėjo malūnų restauravimo mokymai Tęstinis projektas";"8300.00";
"305";"1.6";"teatras";"VšĮ";"Kultūros žibintas";"Teatro judėjimo „No Theatre“ premjeros „Kaligula“ sklaida";"5000.00";
"306";"1.19";"kultūros paveldas";"Labdaros i";"Kunigo švietėjo Jono Katelės labdaros ir paramos fondas";"Knyga ""Tėvo Stanislovo palikimas. Liturginių rūbų rinkinys"". Parengiamieji darbai";"3500.00";
"307";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kupiškio etnografijos muziejus";"Mediniai kupiškėnų paminklai. Mažoji architektūra";"3300.00";
"308";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kupiškio etnografijos muziejus";"Aukštaitijos regiono tautodailininkų Kazio Šimonio vardo paroda - konkursas";"2600.00";
"309";"1.18";"muziejus";"BĮ";"Kupiškio etnografijos muziejus";"Virtualus Kupiškio etnografijos muziejus";"4000.00";
"310";"1.3";"dailė";"BĮ";"Kupiškio rajono savivaldybės viešoji biblioteka";"Skulptoriaus Juozo Kėdainio kūryba šiandienos žvilgsniu";"2000.00";
"311";"1.14";"etninė kultūra ir tautodailė";"BĮ";"Kupiškio rajono savivaldybės kultūros centras";"Devintasis tarptautinis folkloro festivalis ""Lingaudala"", skirtas etnografinių regionų metams ir Kupiškio 535- osioms metinėms";"7000.00";
"312";"1.15";"mėgėjų menas";"Asociacija";"Kūrėjų klubas ""Žaliažolė""";"Menų upė - regionų metams";"3000.00";
"313";"1.19";"kultūros paveldas";"BĮ";"Kuršių nerijos nacionalinio parko direkcija";"Reprezentacinio leidinio, skirto pristatyti UNESCO Pasaulio paveldo vietovę - Kuršių neriją, leidyba";"4800.00";
"314";"1.2";"tarpsritiniai projektai";"BĮ";"Kuršių nerijos nacionalinio parko direkcija";"Tradicinis tarptautinis skulptorių simpoziumas, nendrinių skulptūrų ant vandens ekspozicija ir rudens lygiadienio šventė";"3000.00";
"315";"1.13";"kinas";"VšĮ";"Kūrybinės dirbtuvės Beepart";"Jaunųjų Lietuvos kino kūrėjų darbų pristatymas Beepart kūrybinėse dirbtuvėse";"2772.00";
"316";"1.5";"tarpdisciplininis menas";"VšĮ";"Kūrybinės dirbtuvės Beepart";"Penktasis tarptautinis šviesos instaliacijų festivalis ""Beepositive""";"19000.00";
"317";"1.5";"tarpdisciplininis menas";"VšĮ";"Kūrybinės dirbtuvės Beepart";"Šviesos instaliacijų kūrybinės dirbtuvės Vilnelės šviesa";"2000.00";
"318";"1.2";"tarpsritiniai projektai";"VšĮ";"Kūrybinės industrijos";"Alternatyvi šiuolaikinės muzikos ir meno stovykla ""STRCAMP""";"5000.00";
"319";"1.1";"architektūra";"VšĮ";"Kūrybinių industrijų parkas ""Architektūros centras""";"Interaktyvaus Lietuvos architektūros žemėlapio plėtra 3";"10000.00";
"320";"1.1";"architektūra";"VšĮ";"Kūrybinių industrijų parkas ""Architektūros centras""";"Virtualaus Lietuvos architektūros muziejaus plėtra 2";"9000.00";
"321";"1.1";"architektūra";"VšĮ";"Kūrybinių industrijų parkas ""Architektūros centras""";"Keliaujanti paroda ""Architektūros centras""";"6000.00";
"322";"1.2";"tarpsritiniai projektai";"VšĮ";"Kūrybinių industrijų parkas ""Architektūros centras""";"Meno bendruomenių regionuose kūrimas. I etapas";"5000.00";
"323";"1.3";"dailė";"VšĮ";"Kūrybos Mokykla Dailės Artelė";"Lietuvos savasties ypatumai ""Mitologija ir dailė""";"1000.00";
"324";"1.11";"muzika";"VšĮ";"L.T. Ansamblių tinklas";"Muzikinis kultūros tiltas ""Lietuva-Ukraina"": šiuolaikinės ukrainiečių kompozitorių kūrybos pristatymas";"5000.00";
"325";"1.11";"muzika";"VšĮ";"L.T. Ansamblių tinklas";"Muzikinis kultūros tiltas ""Lietuva-Serbija"": šiuolaikinės muzikos ir atlikėjų mainai";"4000.00";
"326";"1.3";"dailė";"BĮ";"Laiptų galerija";"Šiaulių Monmartro Respublika 2015";"6000.00";"Ilgalaikio materialiojo ir nematerialiojo turto įsigijimo išlaidos"
"327";"1.2";"tarpsritiniai projektai";"Asociacija";"Lapkričio 2-osios draugija";"Bendruomeninės atminties vystymo Punsko valsčiuje: lietuviškų etnografinių kapinaičių suskaitmeninimas ir sukėlimas į internetą (kartu su Punsko Kovo 11-osios licėjumi)";"2800.00";
"328";"1.15";"mėgėjų menas";"BĮ";"Lazdijų krašto muziejus";"XIII-oji kaimo mėgėjų teatrų šventė Susipažinkime";"1000.00";
"329";"1.14";"etninė kultūra ir tautodailė";"VšĮ";"Lazdijų kultūros centras";"Respublikinis liaudiško smuikavimo konkursas ""Griežkit skripkos""";"4000.00";
"330";"1.3";"dailė";"Asociacija";"Legendos";"Tarptautinis tapybos pleneras ""Molėtai įkvepia dailininkus""";"4000.00";
"331";"1.12";"literatūra";"UAB";"Leidykla ""Alma littera""";"Sigitas Parulskis ""Šventoji šeimyna""";"4000.00";
"332";"1.12";"literatūra";"UAB";"Leidykla ""Alma littera""";"Ovidijus Liūdesio elegijos";"3600.00";
"333";"1.12";"literatūra";"UAB";"Leidykla ""Alma littera""";"Valdas Papievis ""Odilė, arba Oro uostų vienatvė""";"3600.00";
"334";"1.12";"literatūra";"UAB";"Leidykla ""Alma littera""";"Paauglių ir jaunimo literatūros autorių konkursas";"3500.00";
"335";"1.12";"literatūra";"UAB";"Leidykla ""Alma littera""";"Marijus Šidlauskas ""Pašnekesiai su Viktorija Daujotyte""";"3200.00";
"336";"1.12";"literatūra";"UAB";"Leidykla ""Gimtasis žodis""";"Jyrki Erra knygos ""Kauno puslapiai"" vertimas ir leidyba";"2700.00";
"337";"1.12";"literatūra";"UAB";"Leidykla ""Gimtasis žodis""";"Jurgitos Macijauskaitės- Bondos knygos ""Vaikai lietuvių pasakose ir sakmėse"" parengimas ir leidyba";"2700.00";
"338";"1.12";"literatūra";"UAB";"Leidykla ""Gimtasis žodis""";"Iwo Zaluski. Oginskis";"2400.00";
"339";"1.12";"literatūra";"UAB";"Leidykla ""Margi raštai""";"C. G. Jungo. Die Archetypen und das kollektive Unbbewuste (Archetipai ir kolektyvinė pasąmonė) vertimas ir leidyba";"3000.00";
"340";"1.12";"literatūra";"UAB";"Leidykla ""Vaga""";"Sonatos Žalneravičiūtės knygos ""Vilniaus kino teatrai"" leidyba";"5400.00";"Parengiamųjų darbų išlaidos"
"341";"1.4";"fotografija";"UAB";"Leidykla ""Vaga""";"Algimanto Aleksandravičiaus fotografijų albumo ""Dzūkija"" leidyba";"10000.00";
"342";"1.12";"literatūra";"UAB";"Leidykla ""Žuvėdra""";"Antano Drilingos knygos ""Vieneri sugrįžimų metai"" leidyba";"1600.00";
"343";"1.3";"dailė";"VšĮ";"Lewben Art Foundation";"Litvakų dailės parodos pristatymas Johanesburge (PAR)";"4000.00";
